Date,Close,High,Low,Open,Volume,daily_return,log_return,MA7,MA21,MA50,MA200,EMA12,EMA26,volatility_21d,price_range
2019-01-01,498.4905700683594,501.29211717323517,493.64353558398005,500.380511591524,9746670,,,,,,,498.4905700683594,498.4905700683594,,0.015343483003512473
2019-01-02,491.99822998046875,501.15872336812794,489.5969165762727,495.60015556027656,15628818,-1.3023997799999076,-0.013109553724687511,,,,,497.4917485163762,498.00965598777486,,0.023499691843025992
2019-01-03,485.9283447265625,495.64467817229274,484.7499362934948,492.48742341513827,16288287,-1.2337209534569293,-0.012413944689076634,,,,,495.7127633179433,497.11474404249986,,0.022420470007627473
2019-01-04,488.5519104003906,491.13109227912537,480.74772345630646,487.9960714293212,18516544,0.5399079313441746,0.0053845565343646614,,,,,494.61109363831986,496.4804600690103,,0.02125335834693444
2019-01-07,491.2644958496094,497.3566691059738,489.59691956022573,492.2650356863747,12060290,0.5552297292207298,0.005536940108472416,,,,,494.09623244005667,496.0940923490547,,0.01579546173457563
2019-01-08,491.22003173828125,493.57684836932714,487.3735072802789,491.4201337699942,12304389,-0.009050951514666394,-9.051361137999724e-05,,,,,493.65374002439887,495.7330508223307,,0.012628436725384502
2019-01-09,493.9326171875,496.7119013047195,488.5741806820127,494.4884858846745,12614237,0.5522139314269703,0.005506948202264563,491.62659999302457,,,,493.6966442033375,495.5996853678988,,0.016475365949800553
2019-01-10,492.48736572265625,494.04377419977465,490.4862860716892,492.59853351611844,8925160,-0.2926009367579585,-0.002930298501730245,490.7689993722098,,,,493.51060136015576,495.36914317195493,,0.007223511455700612
2019-01-11,488.28515625,495.2889357722093,484.08289447353985,492.53188514856754,14139060,-0.8532623911052251,-0.008569235155202115,490.23856026785717,,,,492.7066867278241,494.84440339995825,,0.022949788981363177
2019-01-14,487.7292785644531,489.3745916363414,483.10454981021815,486.92884074563796,8994060,-0.11384283925728322,-0.0011390768944039929,490.49583653041293,,,,491.940931625767,494.31735711584673,,0.012855578087454647
2019-01-15,502.337158203125,503.38216520660575,491.3756866044057,491.3756866044057,22011407,2.995079500182496,0.029511029257545184,492.4651576450893,,,,493.5403510992067,494.9114164556451,,0.023901235268256046
2019-01-16,505.1163635253906,509.162989548706,502.6483496990788,504.71610013944866,13961606,0.5532549756436245,0.005517301418637257,494.4439958844866,,,,495.3212760878504,495.6673384608115,,0.012897305096511155
2019-01-17,504.4715576171875,510.4525327051985,502.4926820463431,508.91838763060974,16379077,-0.12765492365022224,-0.0012773647195555534,496.33707101004467,,,,496.7290117077484,496.3195028427653,,0.015778591555196602
2019-01-18,526.6613159179688,529.1293300822731,504.8273667420513,510.85280980484947,56181172,4.398614345195595,0.04304621681676808,501.0125994001116,,,,501.3339815862438,498.56704455203965,,0.04614343716865469
2019-01-21,550.38525390625,551.385793856642,528.573506735167,530.9525868652364,48206814,4.504590952713228,0.044060817013616665,509.28372628348217,,,,508.88033117393707,502.4054304301293,,0.041447853043971014
2019-01-22,549.2512817382812,554.4985800560028,542.3364367197829,548.2285379681914,36207430,-0.20603243999010035,-0.0020624497880452337,517.9931727818081,,,,515.0912466453747,505.8754934899924,,0.022143131460210463
2019-01-23,545.3158569335938,553.275709031057,543.4037113706246,548.4286147581106,19313542,-0.7165071681276003,-0.007190864084164179,526.2198268345425,,,,519.7411866897161,508.7970018932221,,0.01810326535513629
2019-01-24,554.720947265625,557.27789588952,542.5588626050742,544.7378109993763,28775487,1.724705088334999,0.017100008788406524,533.7032252720425,,,,525.122688316779,512.1987756245112,,0.02653412198872251
2019-01-25,554.0761108398438,562.3916998081567,549.3624773520974,556.0549867456017,18703992,-0.1162451912010587,-0.0011631280832963178,540.6974748883929,,,,529.5770610126351,515.3008004552765,,0.02351522146715582
2019-01-28,546.7610473632812,558.5007230218457,543.5815592935013,556.0771759770403,18744303,-1.3202271914366848,-0.013290196634375803,546.7388305664062,,,,532.2207512204268,517.6311891151287,,0.027286442222413408
2019-01-29,538.3565673828125,547.6949599864604,534.2210062373374,547.405894004788,20405845,-1.5371394910077774,-0.015490759581654948,548.4095807756696,513.6829267229352,,,533.1647229377169,519.1664023201423,,0.025027936065915916
2019-01-30,531.7084350585938,544.7377153830962,529.662888392258,540.290885129087,17164298,-1.234893883906396,-0.012425820578556322,545.7414637974331,515.2647298177084,,,532.940678648621,520.0954417822498,0.2730950769360843,0.028351679222799995
2019-01-31,545.69384765625,546.8277889012099,534.0653692421624,534.5100404424111,22279301,2.630278490149407,0.025962815201360154,545.2332589285714,517.8216639927456,,,534.9027046497946,521.9916199951388,0.2774311536806923,0.02338750879061947
2019-02-01,555.8325805664062,558.0782591486003,545.6493727513893,548.7399266020019,20187323,1.8579525779339523,0.018409034912277678,546.7356480189732,521.1504371279761,,,538.1226855600426,524.4983578152327,0.2736695790667194,0.022360845390793253
