Date,Close,High,Low,Open,Volume,daily_return,log_return,MA7,MA21,MA50,MA200,EMA12,EMA26,volatility_21d,price_range
2019-01-01,553.4483642578125,554.4886025376719,544.3775169331695,550.0364030170276,2943390,,,,,,,553.4483642578125,553.4483642578125,,0.018269248330079667
2019-01-02,556.7771606445312,560.8965146420975,550.9518259227291,554.2389892457521,7416655,0.6014646716288929,0.00599663093168917,,,,,553.9604867788462,553.6949417679398,,0.01786116497281663
2019-01-03,556.8604125976562,563.3930891039366,551.8256183605706,559.2321357132133,6827249,0.014952472732288058,0.00014951354961505536,,,,,554.4066292125093,553.9294210886595,,0.020772657710405006
2019-01-04,550.11962890625,560.8133094265826,541.7561228820855,559.0240791797864,7889310,-1.2104979163380825,-0.012178841093596331,,,,,553.747090703854,553.6472142603329,,0.03464189522265668
2019-01-07,558.9824829101562,560.5636147066107,550.4941279219433,553.4067952654457,8046340,1.6110775798942933,0.01598237451098235,,,,,554.5525356586697,554.042419345505,,0.018013957668662355
2019-01-08,557.6094360351562,563.7676682795343,556.3611498336927,561.6871912770952,8621545,-0.24563325631452582,-0.0024593542972457636,,,,,555.0228280242831,554.3066428039978,,0.013282627529593341
2019-01-09,562.6441650390625,574.045188863342,552.5746769361488,571.0493223778338,18130292,0.9029131644014754,0.008988612752523818,556.634521484375,,,,556.1953414111722,554.9242370436322,,0.038160018820603256
2019-01-10,565.6400146484375,567.5540430514704,559.6898309767104,567.2211464627308,9572493,0.5324590203769297,0.005310464692869196,558.3761858258929,,,,557.6483680630591,555.7179983476918,,0.013903210294710007
2019-01-11,568.8023681640625,570.4667496363787,559.6482700663233,566.0561488933191,12281903,0.5590752835247237,0.005575182582613863,560.0940726143973,,,,559.3643680785981,556.6872109266823,,0.019019751280175683
2019-01-14,584.11474609375,591.0219196136802,579.1632006475647,588.3588988802541,19312937,2.6920383575602225,0.026564404645913805,563.987548828125,,,,563.1721185424676,558.7188801983169,,0.020302036621092527
2019-01-15,604.6697387695312,607.4992074501533,588.5252697596031,588.5252697596031,19671304,3.5189991030430523,0.03458497608409304,571.7804216657366,,,,569.5563678081697,562.1226474998884,,0.03137900985281832
2019-01-16,613.1580200195312,613.9902106142356,606.2508482420624,607.4159353918016,9658944,1.4037880028977767,0.013940261501784998,579.5197841099331,,,,576.2643143022253,565.9030454643064,,0.012622133478620555
2019-01-17,610.2870483398438,614.9889462569348,606.7502377558221,612.3259257762697,6903771,-0.46822704522335723,-0.004693266618637531,587.0451572963169,,,,581.4985810772436,569.1907493810129,,0.013499726929359452
2019-01-18,608.289794921875,612.6587960437128,604.4200878968061,607.4992036079171,5902151,-0.32726459186736,-0.0032780127366569905,593.5659615652902,,,,585.6203062841099,572.0869749766323,,0.013544051232956824
2019-01-21,619.9821166992188,624.9752612632393,610.8280183318477,614.3232296852407,8129422,1.9221630668397882,0.019039228793832207,601.329119001116,,,,590.9067386556651,575.6347632523795,,0.022818791946308755
2019-01-22,620.2733154296875,623.3108317896097,610.8279713398845,616.861353890585,6723375,0.04696889194466536,0.00046957865013296017,608.682111467634,,,,595.4246735439763,578.9413226729208,,0.020124774255487407
2019-01-23,608.87255859375,617.9850093065556,606.8336805081849,617.7769615589042,7212099,-1.8380214902586567,-0.01855122982135405,612.2189418247768,,,,597.4935789362492,581.1584512596489,,0.018314717326275654
2019-01-24,612.5122680664062,615.9429857510504,603.3078487375395,609.2488626027837,7429783,0.5977785369507327,0.005959989296066799,613.3393031529018,,,,599.8041464947348,583.4809562082976,,0.020628381948002088
2019-01-25,611.1316528320312,617.4492731148181,606.0274037915924,609.1652743669717,5543112,-0.2254020541879731,-0.002256564669911529,613.049822126116,,,,601.5468397773958,585.5291559582038,,0.018689703389271124
2019-01-28,609.1234130859375,613.0143417439323,601.6343521733907,611.675537466966,7944693,-0.3286100035544526,-0.003291511119760906,612.8835885184152,,,,602.7124664402484,587.2768787084062,,0.01868256797565601
2019-01-29,609.0816650390625,613.2236136590734,599.5425173282316,607.073407287693,6760819,-0.006853791198646597,-6.854026081647892e-05,612.9967128208706,587.7323986235119,,,603.6923431477583,588.8920480662326,,0.02246184233761885
2019-01-30,607.4080810546875,614.8552631674062,603.3915659016351,609.0816120110889,5763026,-0.2747716899781705,-0.002751498803184256,611.200422014509,590.3019089471726,,,604.2639951334397,590.2636060653774,0.19662936643494508,0.01887313920135179
2019-01-31,627.1975708007812,628.6619104269257,607.4917534748023,607.4917534748023,13825233,3.25802213756059,0.03206073908241385,612.1896013532366,593.655261811756,,,607.7922375438,592.999455305037,0.218732880581515,0.03375356974851512
2019-02-01,633.473388671875,638.0337714164227,622.9719905829859,628.7038145268627,6276585,1.0006125921503628,0.009956396103589888,615.7040056501116,597.3034987676712,,,611.7431838711962,595.9975244433214,0.21825114809710347,0.023776501275002266
2019-02-04,632.5111083984375,638.0337406757678,626.9047689216827,633.4315300872869,3945391,-0.15190539818176196,-0.0015202089140685915,618.5609828404018,601.2269025530134,,,614.9382491830794,598.7022343659225,0.2099450254283917,0.017594903245674927
2019-02-05,631.6323852539062,635.899919731023,625.0637968404512,625.0637968404512,4694366,-0.13892612048446162,-0.0013902271229042315,621.4896589006696,604.6864217122396,,,617.5065778093605,601.1415048020696,0.20883283006069003,0.01715574302957226
2019-02-06,638.7030639648438,641.7572783158081,631.2140029002915,632.2181316644517,5880482,1.1194294143254124,0.011132101735570601,625.7153233119419,608.5480230422247,,,620.7675756794348,603.9238425178306,0.20734672434713233,0.0165073193011909
2019-02-07,639.2886962890625,643.8490774390526,636.7784003612259,638.4937590308273,3961797,0.09169085875107008,0.0009164884836100794,630.0306134905134,612.1977626255581,,,623.6169788501468,606.5434613156997,0.20799370443719234,0.011060225401873305
2019-02-08,636.6948852539062,646.1921531885313,631.674292286433,635.9417758799401,5915169,-0.4057339118011649,-0.0040655924503141,634.2144426618304,615.5813278924851,,,625.6289644507252,608.7769001259372,0.21094656471409168,0.022801912247667467
2019-02-11,638.2847900390625,643.2635555779597,635.1050909706294,641.7155596454164,5500216,0.24971219684326584,0.002494009340035025,635.7983311244419,618.8900146484375,,,627.5760145412387,610.9626697491317,0.21122739580819058,0.012781856523372602
2019-02-12,627.9508056640625,636.2347551326566,620.0433598883092,636.2347551326566,7310690,-1.6190240682952162,-0.016322734648706275,635.0093906947544,620.9774460565476,,,627.6336747139808,612.2210501872747,0.209548146429587,0.02578449633044883
2019-02-14,619.2482299804688,630.0843522285688,616.9052970524732,628.4108214125566,4610535,-1.3858690211235092,-0.013955618432503467,633.1146937779018,621.6716599237351,,,626.3436062934405,612.7415820238076,0.18464748044871246,0.021282346138496513
2019-02-15,620.838134765625,624.6454073421027,613.0143471784224,621.1309822437732,5586389,0.25674757038973706,0.0025641853688525085,631.5726579938616,622.0373796735491,,,625.4966106737766,613.3413266713496,0.17881986689963997,0.01873444866280823
2019-02-18,620.0849609375,625.6076429667727,615.8593060762618,621.1727456930507,5346825,-0.12131565152796453,-0.001213892985340819,628.9129289899554,622.5039469401041,,,624.6640491758878,613.840855135509,0.17792790217884244,0.015720969713202717
2019-02-19,606.0692138671875,619.6666526236781,603.5589174813739,618.4533324894461,9401334,-2.2602946294846826,-0.02286230857138189,624.1672886439732,622.398204985119,,,621.8033052822416,613.2651780045222,0.19558363371819593,0.02657738550936207
2019-02-20,619.7921752929688,621.7167256019445,607.5335410955266,608.3284784826564,5210675,2.2642564762889394,0.02239002685665725,621.7526157924107,622.38916015625,,,621.4939006685073,613.7486592851478,0.20002517850741997,0.022883774709988324
2019-02-21,613.7256469726562,617.5329196640216,608.4121555707626,617.5329196640216,7202786,-0.9788004047396881,-0.00983622145176432,618.2441667829241,622.0773664202009,,,620.2987847152995,613.7469546694076,0.20287642633053668,0.014861305109619104
2019-02-22,614.9806518554688,617.7001390115113,609.1651229535119,612.9305667080322,3750833,0.2044895612564268,0.0020428076594773375,616.3912876674107,622.3682280040923,,,619.4806104291716,613.8383396461529,0.19204933712797728,0.013878511514546488
2019-02-25,631.6742553710938,634.2682078238514,615.4828133539605,615.4828133539605,6547552,2.7144924747239507,0.0267830356423304,618.1664341517857,623.2807035900298,,,621.356555804852,615.1595185887412,0.21204755591163055,0.02973905349182691
2019-02-26,621.2984008789062,629.7497122330598,619.3320223285393,626.4026501407828,8319610,-1.64259575310568,-0.016562359320840467,618.2321864536831,623.7648344494048,,,621.3476088931681,615.6142506102349,0.2208220234551112,0.016767611005892316
2019-02-27,615.2317504882812,624.5617049775716,613.1398370218132,623.390213007507,5936354,-0.9764471278282616,-0.009812456349359759,617.5388706752232,624.0557076590402,,,620.4067076001086,615.5859172678679,0.22347848463730544,0.0185651471119516
2019-02-28,614.4368286132812,621.2146590584038,612.7632977980077,618.1186168357261,8559921,-0.12920690038658034,-0.0012929044447302137,618.7342442103794,624.3107154482886,,,619.4882646790583,615.5007995897504,0.22355624993882622,0.013754646314853732
